country,governorate,locationtypeend,demandtypeone,tacticprimary,violence,combined_sizes
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Economic/Financial,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Small road or side road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Beirut,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,South,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Economic/Financial,Roadblock or blockade,None,2.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Mount Lebanon,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Baalbeck-Hermel,Main road,Human rights / civic freedoms,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Midan/Square,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Corruption,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3001.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Akkar,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Human rights / civic freedoms,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,31.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,31.0
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Human rights / civic freedoms,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Social,Roadblock or blockade,None,1678.8664992466097
Lebanon,Baalbeck-Hermel,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Baalbeck-Hermel,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,South,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,South,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Akkar,Main road,Human rights / civic freedoms,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Human rights / civic freedoms,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Human rights / civic freedoms,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Nabatieh,Main road,Economic/Financial,Roadblock or blockade,None,31.0
Lebanon,South,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Small road or side road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Human rights / civic freedoms,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,South,Midan/Square,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,South,Midan/Square,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,Mount Lebanon,Main road,Economic/Financial,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,5.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Economic/Financial,Roadblock or blockade,None,31.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Nabatieh,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Mount Lebanon,Main road,Thawra 2019,Roadblock or blockade,None,2.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,31.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Economic/Financial,Roadblock or blockade,None,5.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,301.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,South,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Akkar,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Akkar,Main road,Social,Roadblock or blockade,None,5.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beqaa,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,North,Main road,Thawra 2019,Roadblock or blockade,None,3.0
Lebanon,Beirut,Martyrs' Square,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,31.0
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Roadblock or blockade,None,1678.8664992466097
Lebanon,Beirut,Main road,Thawra 2019,Demonstration / protest,None,31.0
Lebanon,Beirut,Main road,Security,Roadblock or blockade,None,1678.8664992466097
